mineral_name,mineral_id,ima_chemistry,rruff_chemistry
Eckhardite,6148,"(Ca,Pb)Cu^2+^Te^6+^O<sub>5</sub>(H<sub>2</sub>O)","(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O"
Vendidaite,6152,Al<sub>2</sub>(SO<sub>4</sub>)(OH)<sub>3</sub>Cl·6H<sub>2</sub>O,Al_2_(S^6+^O_4_)(OH)_3_ Cl^1-^·6H_2_O
Pauloabibite,6153,NaNbO<sub>3</sub>,NaNb^5+^O_3_
Barrotite,6156,Cu<sub>9</sub>Al(HSiO<sub>4</sub>)<sub>2</sub>[(SO<sub>4</sub>)(HAsO<sub>4</sub>)<sub>0.5</sub>](OH)<sub>12</sub>·8H<sub>2</sub>O,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O
Hydroniumpharmacoalumite,6158,(H<sub>3</sub>O)Al<sub>4</sub>(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>·4.5H<sub>2</sub>O,(H_3_O)Al_4_(As^5+^O_4_)_3_(OH)_4_·4.5H_2_O
Nicksobolevite,6160,Cu<sub>7</sub>(SeO<sub>3</sub>)<sub>2</sub>O<sub>2</sub>Cl<sub>6</sub>,Cu^2+^_7_(Se^4+^O_3_)_2_O_2_Cl^1-^_6_
Cesarferreiraite,6162,Fe^2+^Fe^3+^<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O,Fe^2+^Fe^3+^_2_(As^5+^O_4_)_2_(OH)_2_·8H_2_O
Laachite,6163,"(Ca,Mn)<sub>2</sub>Zr<sub>2</sub>Nb<sub>2</sub>TiFeO<sub>14</sub>","(Ca,Mn^2+^)_2_Zr^4+^_2_Nb^5+^_2_Ti^4+^Fe^2+^O_14_"
Sanguite,6165,KCuCl<sub>3</sub>,KCu^2+^Cl_3_
Deveroite-(Ce),6166,Ce<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)<sub>3</sub>·10H<sub>2</sub>O,Ce_2_((C_2_)^6+^O_4_)_3_·10H_2_O
Anzaite-(Ce),6167,Ce<sub>4</sub>Fe^2+^Ti<sub>6</sub>O<sub>18</sub>(OH)<sub>2</sub>,Ce^3+^_4_Fe^2+^Ti^4+^_6_O_18_(OH)_2_
Kolskyite,6168,(Ca[box])Ti<sub>2</sub>Na<sub>2</sub>Ti<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>4</sub>(H<sub>2</sub>O)<sub>7</sub>,CaNa_2_Ti^4+^_4_(Si_2_O_7_)_2_O_4_·7H_2_O
Correianevesite,6170,Fe^2+^Mn^2+^<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·3H<sub>2</sub>O,Fe^2+^Mn^2+^_2_(PO_4_)_2_·3H_2_O
Chrysothallite,6171,K<sub>6</sub>Cu<sub>6</sub>Tl^3+^Cl<sub>17</sub>(OH)<sub>4</sub>·H<sub>2</sub>O,K_6_Cu^2+^_6_Tl^3+^Cl^1-^_17_(OH)_4_·H_2_O
Engelhauptite,6172,KCu<sub>3</sub>(V<sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>Cl,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl
Mapiquiroite,6173,"(Sr,Pb)(U,Y)Fe<sub>2</sub>(Ti,Fe^3+^)<sub>18</sub>O<sub>38</sub>","(Sr,Pb^2+^)(U^4+^,Y^3+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_"
Leverettite,6174,Cu<sub>3</sub>CoCl<sub>2</sub>(OH)<sub>6</sub>,Cu^2+^_3_Co^2+^Cl_2_(OH)_6_
Cairncrossite,6175,Sr<sub>2</sub>Ca_7-x_Na_2x_(Si<sub>4</sub>O<sub>10</sub>)<sub>4</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)_15-x_,Sr_2_Ca_7-x_Na_2x_(Si_4_O_10_)_4_(OH)_2_(H_2_O)_15-x_
Ferroindialite,6177,"(Fe^2+^,Mg)<sub>2</sub>Al<sub>4</sub>Si<sub>5</sub>O<sub>18</sub>","(Fe^2+^,Mg)_2_Al_3_(AlSi_5_)O_18_"
Nuwaite,6179,Ni<sub>6</sub>GeS<sub>2</sub>,Ni_6_GeS_2_
Diegogattaite,6180,Na<sub>2</sub>CaCu<sub>2</sub>Si<sub>8</sub>O<sub>20</sub>·H<sub>2</sub>O,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O
Paratacamite-(Ni),6181,"Cu<sub>3</sub>(Ni,Cu)Cl<sub>2</sub>(OH)<sub>6</sub>","Cu^2+^_3_(Ni^2+^,Cu^2+^)Cl_2_(OH)_6_"
Fluormayenite,6182,Ca<sub>12</sub>Al<sub>14</sub>O<sub>32</sub>[[box]<sub>4</sub>F<sub>2</sub>],Ca_12_Al_14_O_32_[[box]_4_F_2_]
Minjiangite,6183,BaBe<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>,BaBe_2_P_2_O_8_
Ericlaxmanite,6184,Cu<sub>4</sub>O(AsO<sub>4</sub>)<sub>2</sub>,Cu^2+^_4_O(As^5+^O_4_)_2_
Kozyrevskite,6185,Cu<sub>4</sub>O(AsO<sub>4</sub>)<sub>2</sub>,Cu^2+^_4_O(As^5+^O_4_)_2_
Kaskasite,6186,"(Mo,Nb)S<sub>2</sub>·(Mg_1-x_Al_x_)(OH)_2+x_","(Mo,Nb)S_2_·(Mg_1-x_Al_x_)(OH)_2+x_"
Manganokaskasite,6187,"(Mo,Nb)S<sub>2</sub>·(Mn_1-x_Al_x_)(OH)_2+x_","(Mo,Nb)S_2_·(Mn^2+^_1-x_Al_x_)(OH)_2+x_"
Hutcheonite,6190,Ca<sub>3</sub>Ti<sub>2</sub>(SiAl<sub>2</sub>)O<sub>12</sub>,Ca_3_Ti^4+^_2_(Al_2_Si)O_12_
Qingsongite,6191,BN,BN^3-^
Zadovite,6192,BaCa<sub>6</sub>[(SiO<sub>4</sub>)(PO<sub>4</sub>)](PO<sub>4</sub>)<sub>2</sub>F,BaCa_6_[(SiO_4_)(PO_4_)](PO_4_)_2_F
Gurimite,6193,Ba<sub>3</sub>(VO<sub>4</sub>)<sub>2</sub>,Ba_3_(V^5+^O_4_)_2_
Yurmarinite,6194,"Na<sub>7</sub>(Fe^3+^,Mg,Cu)<sub>4</sub>(AsO<sub>4</sub>)<sub>6</sub>","Na_7_(Fe^3+^,Mg,Cu^2+^)_4_(As^5+^O_4_)_6_"
Oxyplumboromeite,6196,Pb<sub>2</sub>Sb<sub>2</sub>O<sub>7</sub>,Pb^2+^_2_Sb^5+^_2_O_7_
Schizolite,6197,NaCaMnSi<sub>3</sub>O<sub>8</sub>(OH),NaCaMn^2+^Si_3_O_8_(OH)
Iwateite,6199,Na<sub>2</sub>BaMn(PO<sub>4</sub>)<sub>2</sub>,Na_2_BaMn^2+^(P^5+^O_4_)_2_
Wulffite,6200,K<sub>3</sub>NaCu<sub>4</sub>O<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>,K_3_NaCu^2+^_4_(S^6+^O_4_)_4_O_2_
Parawulffite,6201,K<sub>5</sub>Na<sub>3</sub>Cu<sub>8</sub>O<sub>4</sub>(SO<sub>4</sub>)<sub>8</sub>,K_5_Na_3_Cu^2+^_8_(S^6+^O_4_)_8_O_4_
Kaliochalcite,6202,KCu<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>[(OH)(H<sub>2</sub>O)],KCu^2+^_2_(S^6+^O_4_)_2_[(OH)(H_2_O)]
Meisserite,6204,Na<sub>5</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>3</sub>(SO<sub>3</sub>OH)(H<sub>2</sub>O),Na_5_(U^6+^O_2_)(S^6+^O_4_)_3_(S^6+^O_3_OH)·H_2_O
Karpovite,6205,Tl<sub>2</sub>VO(SO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O),Tl^1+^_2_V^4+^O(S^6+^O_4_)_2_·H_2_O
Evdokimovite,6206,Tl<sub>4</sub>(VO)<sub>3</sub>(SO<sub>4</sub>)<sub>5</sub>(H<sub>2</sub>O)<sub>5</sub>,Tl^1+^_4_(V^4+^O)_3_(S^6+^O_4_)_5_·5H_2_O
Fluorkyuygenite,6207,Ca<sub>12</sub>Al<sub>14</sub>O<sub>32</sub>[(H<sub>2</sub>O)<sub>4</sub>F<sub>2</sub>],Ca_12_Al_14_O_32_[(H_2_O)_4_F_2_]
Falottaite,6208,MnC<sub>2</sub>O<sub>4</sub>·3H<sub>2</sub>O,Mn^2+^(C_2_)^6+^O_4_·3H_2_O
Byrudite,6209,"(Be,[box])(V^3+^,Ti)<sub>3</sub>O<sub>6</sub>","(Be,[box])(V^3+^,Ti^4+^)_3_O_6_"
Mathesiusite,6210,K<sub>5</sub>(UO<sub>2</sub>)<sub>4</sub>(SO<sub>4</sub>)<sub>4</sub>(VO<sub>5</sub>)(H<sub>2</sub>O)<sub>4</sub>,K_5_(U^6+^O_2_)_4_(S^6+^O_4_)_4_(V^5+^O_5_)·4H_2_O
Aradite,6211,BaCa<sub>6</sub>[(SiO<sub>4</sub>)(VO<sub>4</sub>)](VO<sub>4</sub>)<sub>2</sub>F,BaCa_6_(SiO_4_)(V^5+^O_4_)(V^5+^O_4_)_2_F
Hlousekite,6212,"(Ni,Co)Cu<sub>4</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)<sub>2</sub>·9H<sub>2</sub>O","(Ni^2+^,Co^2+^)Cu^2+^_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)_2_·9H_2_O"
Magnesiokoritnigite,6213,Mg(AsO<sub>3</sub>OH)·H<sub>2</sub>O,Mg(As^5+^O_3_OH)·H_2_O
Paqueite,6216,"Ca<sub>3</sub>TiSi<sub>2</sub>(Al,Ti,Si)<sub>3</sub>O<sub>14</sub>","Ca_3_Ti^4+^Si_2_(Al,Ti^4+^,Si)_3_O_14_"
Burnettite,6217,CaVAlSiO<sub>6</sub>,CaV^3+^AlSiO_6_
Fluorcalciopyrochlore,6218,"(Ca,Na)<sub>2</sub>(Nb,Ti)<sub>2</sub>O<sub>6</sub>F","(Ca,Na)_2_(Nb^5+^,Ti^4+^)_2_O_6_F"
Fluornatropyrochlore,6219,"(Na,Pb,Ca,REE,U)<sub>2</sub>Nb<sub>2</sub>O<sub>6</sub>F","(Na,Pb^2+^,Ca,REE^3+^,U^6+^)_2_Nb^5+^_2_O_6_F"
Arsiccioite,6220,AgHg<sub>2</sub>TlAs<sub>2</sub>S<sub>6</sub>,Ag^1+^Hg^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_
Popovite,6221,Cu<sub>5</sub>O<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>,Cu^2+^_5_O_2_(As^5+^O_4_)_2_
Oxynatromicrolite,6223,"(Na,Ca,U)<sub>2</sub>(Ta,Nb)<sub>2</sub>O<sub>6</sub>(O,F)","(Na,Ca,U)_2_(Ta,Nb)_2_O_6_(O,F)"
Emmerichite,6224,Ba<sub>2</sub>Ti<sub>2</sub>Na<sub>3</sub>Fe^3+^(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>F<sub>2</sub>,Ba_2_Ti^4+^_2_Na_3_Fe^3+^(Si_2_O_7_)_2_O_2_F_2_
Chanabayaite,6225,"Cu<sub>2</sub>Cl(N<sub>3</sub>C<sub>2</sub>H<sub>2</sub>)<sub>2</sub>(NH<sub>3</sub>,Cl,H<sub>2</sub>O,[box])<sub>4</sub>","Cu_2_Cl(N_3_C_2_H_2_)_2_(NH_3_,Cl,H_2_O,[box])_4_"
Bluelizardite,6227,Na<sub>7</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>4</sub>Cl(H<sub>2</sub>O)<sub>2</sub>,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_Cl^1-^·2H_2_O
Philrothite,6228,TlAs<sub>3</sub>S<sub>5</sub>,TlAs_3_S_5_
Canutite,6231,NaMn<sub>3</sub>(AsO<sub>4</sub>)[AsO<sub>3</sub>(OH)]<sub>2</sub>,NaMn^2+^_3_[As^5+^O_4_]_2_[As^5+^O_2_(OH)_2_]
Zvyaginite,6232,Na<sub>2</sub>ZnTiNb<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>,Na_2_Zn^2+^Ti^4+^Nb^5+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_(H_2_O)_4_
Belakovskiite,6234,Na<sub>7</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>4</sub>(SO<sub>3</sub>OH)(H<sub>2</sub>O)<sub>3</sub>,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_(S^6+^O_3_OH)·3H_2_O
Gratianite,6235,MnBi<sub>2</sub>S<sub>4</sub>,Mn^2+^Bi^3+^_2_S^2-^_4_
Shchurovskyite,6237,K<sub>2</sub>CaCu<sub>6</sub>O<sub>2</sub>(AsO<sub>4</sub>)<sub>4</sub>,K_2_CaCu^2+^_6_O_2_(As^5+^O_4_)_4_
Dmisokolovite,6238,K<sub>3</sub>Cu<sub>5</sub>AlO<sub>2</sub>(AsO<sub>4</sub>)<sub>4</sub>,K_3_Cu^2+^_5_AlO_2_(As^5+^O_4_)_4_
Balestraite,6239,KLi<sub>2</sub>V^5+^Si<sub>4</sub>O<sub>12</sub>,KLi_2_V^5+^Si_4_O_12_
Calcinaksite,6240,KNaCa(Si<sub>4</sub>O<sub>10</sub>)·H<sub>2</sub>O,KNaCa(Si_4_O_10_)·H_2_O
Vapnikite,6241,Ca<sub>2</sub>CaUO<sub>6</sub>,Ca_3_U^6+^O_6_
Saamite,6242,Ba[box]TiNbNa<sub>3</sub>Ti(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>2</sub>,Ba[box]Na_3_Ti^4+^_2_Nb^5+^(Si_2_O_7_)_2_O_2_(OH)_2_·2H_2_O
Ichnusaite,6246,Th(MoO<sub>4</sub>)<sub>2</sub>·3H<sub>2</sub>O,Th^4+^(Mo^6+^O_4_)_2_·3H_2_O
Nuragheite,6247,Th(MoO<sub>4</sub>)<sub>2</sub>·H<sub>2</sub>O,Th^4+^(Mo^6+^O_4_)_2_·H_2_O
Agakhanovite-(Y),6248,YCa[box]<sub>2</sub>KBe<sub>3</sub>Si<sub>12</sub>O<sub>30</sub>,Y^3+^Ca[box]_2_KBe_3_Si_12_O_30_
Gatedalite,6249,ZrMn^2+^<sub>2</sub>Mn^3+^<sub>4</sub>O<sub>8</sub>(SiO<sub>4</sub>),Zr^4+^Mn^2+^_2_Mn^3+^_4_SiO_12_
Caesiumpharmacosiderite,6252,CsFe<sub>4</sub>[(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>]·4H<sub>2</sub>O,CsFe^3+^_4_[(As^5+^O_4_)_3_(OH)_4_]·4H_2_O
Mambertiite,6254,BiMo^5+^<sub>2.8</sub>O<sub>8</sub>(OH),Bi^3+^Mo^5+^_2.80_O_8_(OH)
Kokinosite,6255,Na<sub>2</sub>Ca<sub>2</sub>(V<sub>10</sub>O<sub>28</sub>)·24H<sub>2</sub>O,Na_2_Ca_2_(V^5+^_10_O_28_)·24H_2_O
Trebeurdenite,6256,Fe^2+^<sub>2</sub>Fe^3+^<sub>4</sub>O<sub>2</sub>(OH)<sub>10</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O,Fe^2+^_2_Fe^3+^_4_O_2_(OH)_10_(CO_3_)·3H_2_O
Natropalermoite,6260,Na<sub>2</sub>SrAl<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>4</sub>,Na_2_SrAl_4_(PO_4_)_4_(OH)_4_
Strontiopharmacosiderite,6261,Sr<sub>0.5</sub>Fe<sub>4</sub>[(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>]·4H<sub>2</sub>O,Sr_0.5_Fe^3+^_4_[(As^5+^O_4_)_3_(OH)_4_]·4H_2_O
Negevite,6263,NiP<sub>2</sub>,NiP_2_
Halamishite,6264,Ni<sub>5</sub>P<sub>4</sub>,Ni_5_P_4_
Transjordanite,6265,Ni<sub>2</sub>P,Ni_2_P
Zuktamrurite,6266,FeP<sub>2</sub>,FeP_2_
Waimirite-(Y),6267,YF<sub>3</sub>,Y^3+^F_3_
Torrecillasite,6270,"Na(As,Sb)^3+^<sub>4</sub>O<sub>6</sub>Cl","Na(As^3+^,Sb^3+^)_4_O_6_Cl"
Centennialite,6271,CaCu<sub>3</sub>Cl<sub>2</sub>(OH)<sub>6</sub>·nH<sub>2</sub>O (n ~ 0.7),CaCu^2+^_3_Cl_2_(OH)_6_·nH_2_O  (n ~ 0.7)
Backite,6272,Pb<sub>2</sub>AlTeO<sub>6</sub>Cl,Pb^2+^_2_AlTe^6+^O_6_Cl^1-^
Lukkulaisvaaraite,6274,Pd<sub>14</sub>Ag<sub>2</sub>Te<sub>9</sub>,Pd_14_Ag_2_Te_9_
Kononovite,6275,NaMg(SO<sub>4</sub>)F,NaMg(S^6+^O_4_)F
Nickeltsumcorite,6276,"Pb(Ni,Fe^3+^)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O,OH)<sub>2</sub>","Pb^2+^(Ni^2+^,Fe^3+^)_2_(As^5+^O_4_)_2_(H_2_O,OH)_2_"
Ishiharaite,6277,"(Cu,Ga,Fe,In,Zn)S","(Cu^1+^,Ga^3+^,Fe^3+^,In^3+^,Zn^2+^)S^2-^"
Ferri-fluoro-katophorite,6278,Na(NaCa)(Mg<sub>4</sub>Fe^3+^)(Si<sub>7</sub>Al)O<sub>22</sub>F<sub>2</sub>,Na(NaCa)(Mg_4_Fe^3+^)(Si_7_Al)O_22_F_2_
Mojaveite,6280,Cu<sub>6</sub>[Te^6+^O<sub>4</sub>(OH)<sub>2</sub>](OH)<sub>7</sub>Cl,Cu^2+^_6_[Te^6+^O_4_(OH)_2_](OH)_7_Cl^1-^
Flamite,6282,"Ca_8-x_(Na,K)_x_(SiO<sub>4</sub>)_4-x_(PO<sub>4</sub>)_x_","(Ca,Na,K)_2_(Si,P)O_4_"
Pilawite-(Y),6284,Ca<sub>2</sub>Y<sub>2</sub>Al<sub>4</sub>(SiO<sub>4</sub>)<sub>4</sub>O<sub>2</sub>(OH)<sub>2</sub>,Ca_2_Y^3+^_2_Al_4_(SiO_4_)_4_O_2_(OH)_2_
Ferriakasakaite-(La),6285,CaLaFe^3+^AlMn^2+^(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O(OH),CaLa^3+^Fe^3+^AlMn^2+^(Si_2_O_7_)(SiO_4_)O(OH)
Warkite,6288,Ca<sub>2</sub>Sc<sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,Ca_2_Sc^3+^_6_Al_6_O_20_
Misakiite,6290,Cu<sub>3</sub>Mn(OH)<sub>6</sub>Cl<sub>2</sub>,Cu^2+^_3_Mn^2+^(OH)_6_Cl_2_
Kojonenite,6291,Pd_7-x_SnTe<sub>2</sub> (0.3 ≤ x ≤ 0.8),Pd_7-x_SnTe_2_ (0.3 ≤ x ≤ 0.8)
Thalliumpharmacosiderite,6293,TlFe<sub>4</sub>[(AsO<sub>4</sub>)<sub>3</sub>(OH)<sub>4</sub>]·4H<sub>2</sub>O,Tl^1+^Fe^3+^_4_[(As^5+^O_4_)_3_(OH)_4_]·4H_2_O
Silicocarnotite,6294,Ca<sub>5</sub>[(PO<sub>4</sub>)(SiO<sub>4</sub>)](PO<sub>4</sub>),Ca_5_(PO_4_)_2_(SiO_4_)
Bonazziite,6295,As<sub>4</sub>S<sub>4</sub>,As_4_S_4_
Ivsite,6296,Na<sub>3</sub>H(SO<sub>4</sub>)<sub>2</sub>,Na_3_H(S^6+^O_4_)_2_
Ferrivauxite,6297,Fe^3+^Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>3</sub>·5H<sub>2</sub>O,Fe^3+^Al_2_(P^5+^O_4_)_2_(OH)_3_·5H_2_O
Pieczkaite,6298,Mn<sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>Cl,Mn^2+^_5_(PO_4_)_3_Cl
Geschieberite,6299,K<sub>2</sub>(UO<sub>2</sub>)(SO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O,K_2_(U^6+^O_2_)(S^6+^O_4_)_2_·2H_2_O
Mendigite,6300,Mn<sub>2</sub>Mn<sub>2</sub>MnCa(Si<sub>3</sub>O<sub>9</sub>)<sub>2</sub>,Mn^2+^_5_CaSi_6_O_18_
Wernerkrauseite,6301,CaFe^3+^<sub>2</sub>Mn^4+^O<sub>6</sub>,CaFe^3+^_2_Mn^4+^O_6_
Flinteite,6302,K<sub>2</sub>ZnCl<sub>4</sub>,K_2_Zn^2+^Cl_4_
Mellizinkalite,6303,K<sub>3</sub>Zn<sub>2</sub>Cl<sub>7</sub>,K_3_Zn^2+^_2_Cl_7_
Romanorlovite,6304,K<sub>11</sub>Cu<sub>9</sub>Cl<sub>25</sub>(OH)<sub>4</sub>·2H<sub>2</sub>O,K_11_Cu^2+^_9_Cl_25_(OH)_4_·2H_2_O
Spaltiite,6305,Tl<sub>2</sub>Cu<sub>2</sub>As<sub>2</sub>S<sub>5</sub>,Tl_2_Cu_2_As_2_S_5_
Favreauite,6306,PbBiCu<sub>6</sub>O<sub>4</sub>(SeO<sub>3</sub>)<sub>4</sub>(OH)·H<sub>2</sub>O,Pb^2+^Bi^3+^Cu^2+^_6_O_4_(Se^4+^O_3_)_4_(OH)·H_2_O
Zincomenite,6309,ZnSeO<sub>3</sub>,Zn^2+^Se^3+^O_3_
Keutschite,6310,Cu<sub>2</sub>AgAsS<sub>4</sub>,Ag^1+^Cu_2_AsS^2-^_4_
Ferro-pedrizite,6311,NaLi<sub>2</sub>(Fe^2+^<sub>2</sub>Al<sub>2</sub>Li)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,NaLi_2_(Fe^2+^_2_Al_2_Li)Si_8_O_22_(OH)_2_
Lefontite,6312,Fe<sub>2</sub>Al<sub>2</sub>Be(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Fe^2+^_2_Al_2_Be(PO_4_)_2_(OH)_6_
Pharmazincite,6313,KZn(AsO<sub>4</sub>),KZn^2+^As^5+^O_4_
Genplesite,6316,Ca<sub>3</sub>Sn(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>·3H<sub>2</sub>O,Ca_3_Sn^4+^(S^6+^O_4_)_2_(OH)_6_·3H_2_O
Khesinite,6317,Ca<sub>4</sub>(Mg<sub>2</sub>Fe^3+^<sub>10</sub>)O<sub>4</sub>(Fe^3+^<sub>10</sub>Si<sub>2</sub>)O<sub>36</sub>,Ca_4_(Mg_2_Fe^3+^_10_)O_4_(Fe^3+^_10_Si_2_)O_36_
Dzierzanowskite,6318,CaCu<sub>2</sub>S<sub>2</sub>,CaCu_2_S_2_
Vanarsite,6319,NaCa<sub>12</sub>(As^3+^V^5+^<sub>8.5</sub>V^4+^<sub>3.5</sub>As^5+^<sub>6</sub>O<sub>51</sub>)<sub>2</sub>·78H<sub>2</sub>O,NaCa_12_(As^3+^V^5+^_8.5_V^4+^_3.5_As^5+^_6_O_51_)_2_·78H_2_O
Bobcookite,6320,NaAl(UO<sub>2</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>·18H<sub>2</sub>O,NaAl(U^6+^O_2_)_2_(S^6+^O_4_)_4_·18H_2_O
Cortesognoite,6321,CaV<sub>2</sub>Si<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·H<sub>2</sub>O,CaV^3+^_2_Si_2_O_7_(OH)_2_·H_2_O
Adrianite,6322,Ca<sub>12</sub>(Al<sub>4</sub>Mg<sub>3</sub>Si<sub>7</sub>)O<sub>32</sub>Cl<sub>6</sub>,Ca_12_(Al_4_Mg_3_Si_7_)O_32_Cl_6_
Antipinite,6323,KNa<sub>3</sub>Cu<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)<sub>4</sub>,KNa_3_Cu^2+^_2_((C_2_)^6+^O_4_)_4_
Znamenskyite,6324,Pb<sub>4</sub>In<sub>2</sub>Bi<sub>4</sub>S<sub>13</sub>,Pb_4_In_2_Bi_4_S_13_
Katiarsite,6326,KTiO(AsO<sub>4</sub>),KTi^4+^O(As^5+^O_4_)
Bosoite,6328,SiO<sub>2</sub>·nC_x_H_2x+2_,SiO_2_·<i>n</i>C_x_H_2x+2_
Yusupovite,6329,Na<sub>2</sub>Zr(Si<sub>6</sub>O<sub>15</sub>)(H<sub>2</sub>O)<sub>3</sub>,Na_2_Zr^4+^(Si_6_O_15_)·3H_2_O
Plasilite,6330,Na(UO<sub>2</sub>)(SO<sub>4</sub>)(OH)·2H<sub>2</sub>O,Na(U^6+^O_2_)(S^6+^O_4_)(OH)·2H_2_O
Chubarovite,6332,KZn<sub>2</sub>(BO<sub>3</sub>)Cl<sub>2</sub>,KZn^2+^_2_(BO_3_)Cl_2_
Shilovite,6333,Cu(NH<sub>3</sub>)<sub>4</sub>(NO<sub>3</sub>)<sub>2</sub>,Cu^2+^(N^3-^H_3_)_4_(N^5+^O_3_)_2_
Bulgakite,6336,"Li<sub>2</sub>(Ca,Na)Fe^2+^<sub>7</sub>Ti<sub>2</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>4</sub>(O,F)(H<sub>2</sub>O)<sub>2</sub>","Li_2_(Ca,Na)Fe^2+^_7_Ti^4+^_2_(Si_4_O_12_)_2_O_2_(OH)_4_(O,F)(H_2_O)_2_"
Lipuite,6339,KNa<sub>8</sub>Mn^3+^<sub>5</sub>Mg<sub>0.5</sub>[Si<sub>12</sub>O<sub>30</sub>(OH)<sub>4</sub>](PO<sub>4</sub>)O<sub>2</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O,KNa_8_Mn^3+^_5_Mg_0.5_(Si_12_O_30_(OH)_4_)(PO_4_)O_2_(OH)_2_·4H_2_O
Wetherillite,6340,Na<sub>2</sub>Mg(UO<sub>2</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>·18H<sub>2</sub>O,Na_2_Mg(U^6+^O_2_)_2_(S^6+^O_4_)_4_·18H_2_O
Coldwellite,6341,Pd<sub>3</sub>Ag<sub>2</sub>S,Pd_3_Ag_2_S
Bluestreakite,6343,K<sub>4</sub>Mg<sub>2</sub>(V^4+^<sub>2</sub>V^5+^<sub>8</sub>O<sub>28</sub>)·14H<sub>2</sub>O,K_4_Mg_2_(V^4+^_2_V^5+^_8_O_28_)·14H_2_O
Melanarsite,6344,K<sub>3</sub>Cu<sub>7</sub>Fe^3+^O<sub>4</sub>(AsO<sub>4</sub>)<sub>4</sub>,K_3_Cu^2+^_7_Fe^3+^O_4_(As^5+^O_4_)_4_
Andreadiniite,6345,CuHgAg<sub>7</sub>Pb<sub>7</sub>Sb<sub>24</sub>S<sub>48</sub>,CuHgAg_7_Pb_7_Sb_24_S_48_
Khvorovite,6347,Pb<sub>4</sub>Ca<sub>2</sub>[Si<sub>8</sub>B<sub>2</sub>(SiB)O<sub>28</sub>]F,Pb^2+^_4_Ca_2_[Si_8_B_2_(SiB)O_28_]F
