mineral_name,element,element_redox_mineral
Schneebergite,Bi,3
Schneebergite,Co,2
Schneebergite,As,5
Schneebergite,O,-2
Schneebergite,H,1
Schoderite,Al,NA
Schoderite,P,5
Schoderite,O,-2
Schoderite,V,5
Schoderite,H,1
Schoenfliesite,Mg,2
Schoenfliesite,Sn,NA
Schoenfliesite,O,-2
Schoenfliesite,H,1
Schoepite,U,NA
Schoepite,O,-2
Schoepite,H,1
Scholzite,Ca,2
Scholzite,Zn,2
Scholzite,P,5
Scholzite,O,-2
Scholzite,H,1
Schoonerite,Zn,2
Schoonerite,Mn,2
Schoonerite,Fe,2
Schoonerite,Fe,3
Schoonerite,P,5
Schoonerite,O,-2
Schoonerite,H,1
Schorl,Na,1
Schorl,Fe,2
Schorl,Al,NA
Schorl,Si,4
Schorl,O,-2
Schorl,B,NA
Schorl,H,1
Schorlomite,Ca,2
Schorlomite,Ti,4
Schorlomite,Fe,3
Schorlomite,Si,4
Schorlomite,O,-2
Schreibersite,Fe,NA
Schreibersite,Ni,NA
Schreibersite,Cr,NA
Schreibersite,P,NA
Schreyerite,V,3
Schreyerite,Ti,4
Schreyerite,O,-2
Schrockingerite,Na,1
Schrockingerite,Ca,2
Schrockingerite,U,NA
Schrockingerite,O,-2
Schrockingerite,S,NA
Schrockingerite,C,NA
Schrockingerite,F,-1
Schrockingerite,H,1
Schubnelite,Fe,3
Schubnelite,V,5
Schubnelite,O,-2
Schubnelite,H,1
Schuetteite,Hg,NA
Schuetteite,O,-2
Schuetteite,S,NA
Schuilingite-(Nd),Cu,2
Schuilingite-(Nd),Pb,2
Schuilingite-(Nd),Nd,3
Schuilingite-(Nd),C,NA
Schuilingite-(Nd),O,-2
Schuilingite-(Nd),H,1
Schulenbergite,Cu,2
Schulenbergite,Zn,2
Schulenbergite,S,6
Schulenbergite,O,-2
Schulenbergite,H,1
Schultenite,Pb,2
Schultenite,As,5
Schultenite,O,-2
Schultenite,H,1
Schumacherite,Bi,3
Schumacherite,O,-2
Schumacherite,V,5
Schumacherite,H,1
Schwartzembergite,Pb,2
Schwartzembergite,H,1
Schwartzembergite,I,3
Schwartzembergite,O,-2
Schwartzembergite,Cl,-1
Schwertmannite,Fe,3
Schwertmannite,O,-2
Schwertmannite,H,1
Schwertmannite,S,6
Sclarite,Zn,2
Sclarite,C,NA
Sclarite,O,-2
Sclarite,H,1
Scolecite,Ca,2
Scolecite,Si,4
Scolecite,Al,NA
Scolecite,O,-2
Scolecite,H,1
Scorodite,Fe,3
Scorodite,As,5
Scorodite,O,-2
Scorodite,H,1
Scotlandite,Pb,NA
Scotlandite,S,4
Scotlandite,O,-2
Scrutinyite,Pb,NA
Scrutinyite,O,-2
Seamanite,Mn,2
Seamanite,B,NA
Seamanite,O,-2
Seamanite,H,1
Seamanite,P,NA
Searlesite,Na,1
Searlesite,B,NA
Searlesite,Si,4
Searlesite,O,-2
Searlesite,H,1
Sederholmite,Ni,NA
Sederholmite,Se,NA
Sedovite,U,4
Sedovite,Mo,6
Sedovite,O,-2
Seeligerite,Pb,2
Seeligerite,I,5
Seeligerite,O,-2
Seeligerite,Cl,-1
Seelite,Mg,2
Seelite,U,6
Seelite,O,-2
Seelite,As,3
Seelite,As,5
Seelite,H,1
Segelerite,Ca,2
Segelerite,Mg,2
Segelerite,Fe,3
Segelerite,P,NA
Segelerite,O,-2
Segelerite,H,1
Segnitite,Pb,2
Segnitite,Fe,3
Segnitite,As,5
Segnitite,As,5
Segnitite,O,-2
Segnitite,H,1
Seidite-(Ce),Na,1
Seidite-(Ce),Ce,3
Seidite-(Ce),Sr,2
Seidite-(Ce),Ti,4
Seidite-(Ce),Si,4
Seidite-(Ce),O,-2
Seidite-(Ce),H,1
Seidite-(Ce),F,-1
Seidozerite,Na,1
Seidozerite,Zr,4
Seidozerite,Mn,2
Seidozerite,Ti,4
Seidozerite,Si,4
Seidozerite,O,-2
Seidozerite,F,-1
Seinajokite,Fe,NA
Seinajokite,Sb,NA
Sekaninaite,Fe,2
Sekaninaite,Al,NA
Sekaninaite,Si,4
Sekaninaite,O,-2
Selenium,Se,NA
Selenostephanite,Ag,NA
Selenostephanite,Sb,NA
Selenostephanite,Se,NA
Selenostephanite,S,NA
Seligmannite,Cu,1
Seligmannite,Pb,2
Seligmannite,As,3
Seligmannite,S,-2
Sellaite,Mg,2
Sellaite,F,-1
Selwynite,Na,1
Selwynite,K,1
Selwynite,Be,2
Selwynite,Zr,4
Selwynite,P,5
Selwynite,O,-2
Selwynite,H,1
Semseyite,Pb,NA
Semseyite,Sb,NA
Semseyite,S,NA
Senaite,Pb,2
Senaite,Mn,2
Senaite,Y,3
Senaite,U,NA
Senaite,Fe,2
Senaite,Fe,3
Senaite,Zn,2
Senaite,Ti,4
Senaite,Cr,3
Senaite,V,5
Senaite,O,-2
Senaite,H,1
Senarmontite,Sb,3
Senarmontite,O,-2
Senegalite,Al,NA
Senegalite,P,NA
Senegalite,O,-2
Senegalite,H,1
Sengierite,Cu,2
Sengierite,U,6
Sengierite,O,-2
Sengierite,V,5
Sengierite,H,1
Sepiolite,Mg,2
Sepiolite,Si,4
Sepiolite,O,-2
Sepiolite,H,1
Schneiderhohnite,Fe,2
Schneiderhohnite,Fe,3
Schneiderhohnite,As,3
Schneiderhohnite,O,-2
Serendibite,Ca,2
Serendibite,Mg,2
Serendibite,Al,NA
Serendibite,O,-2
Serendibite,Si,4
Serendibite,B,NA
Sergeevite,Ca,2
Sergeevite,Mg,2
Sergeevite,C,NA
Sergeevite,O,-2
Sergeevite,H,1
Serpierite,Ca,2
Serpierite,Cu,2
Serpierite,Zn,2
Serpierite,S,6
Serpierite,O,-2
Serpierite,H,1
Serrabrancaite,Mn,3
Serrabrancaite,P,5
Serrabrancaite,O,-2
Serrabrancaite,H,1
Sewardite,Ca,2
Sewardite,Fe,3
Sewardite,As,5
Sewardite,O,-2
Sewardite,H,1
Shabaite-(Nd),Ca,2
Shabaite-(Nd),Nd,NA
Shabaite-(Nd),U,NA
Shabaite-(Nd),O,-2
Shabaite-(Nd),C,NA
Shabaite-(Nd),H,1
Shabynite,Mg,2
Shabynite,B,NA
Shabynite,O,-2
Shabynite,H,1
Shabynite,Cl,-1
Shadlunite,Fe,NA
Shadlunite,Cu,NA
Shadlunite,Pb,NA
Shadlunite,Cd,NA
Shadlunite,S,NA
Shafranovskite,Na,1
Shafranovskite,K,1
Shafranovskite,Mn,2
Shafranovskite,Fe,3
Shafranovskite,Si,4
Shafranovskite,O,-2
Shafranovskite,H,1
Shakhovite,Hg,1
Shakhovite,Sb,5
Shakhovite,O,-2
Shakhovite,H,1
Shandite,Pb,NA
Shandite,Ni,NA
Shandite,S,NA
Shannonite,Pb,NA
Shannonite,O,-2
Shannonite,C,NA
Sharpite,Ca,2
Sharpite,U,NA
Sharpite,O,-2
Sharpite,C,NA
Sharpite,H,1
Shattuckite,Cu,2
Shattuckite,Si,4
Shattuckite,O,-2
Shattuckite,H,1
Shcherbakovite,K,1
Shcherbakovite,Na,1
Shcherbakovite,Ti,4
Shcherbakovite,Si,4
Shcherbakovite,O,-2
Shcherbakovite,H,1
Shcherbinaite,V,5
Shcherbinaite,O,-2
Sheldrickite,Na,1
Sheldrickite,Ca,2
Sheldrickite,C,NA
Sheldrickite,O,-2
Sheldrickite,F,-1
Sheldrickite,H,1
Shibkovite,K,1
Shibkovite,Ca,2
Shibkovite,Zn,2
Shibkovite,Si,4
Shibkovite,O,-2
Shigaite,Na,1
Shigaite,Al,NA
Shigaite,Mn,2
Shigaite,S,NA
Shigaite,O,-2
Shigaite,H,1
Shirokshinite,K,1
Shirokshinite,Mg,2
Shirokshinite,Na,1
Shirokshinite,Si,4
Shirokshinite,O,-2
Shirokshinite,F,-1
Shkatulkalite,Na,1
Shkatulkalite,Mn,2
Shkatulkalite,Ti,4
Shkatulkalite,Nb,5
Shkatulkalite,Si,4
Shkatulkalite,O,-2
Shkatulkalite,H,1
Shkatulkalite,F,-1
Shomiokite-(Y),Na,1
Shomiokite-(Y),Y,NA
Shomiokite-(Y),C,NA
Shomiokite-(Y),O,-2
Shomiokite-(Y),H,1
Shortite,Na,1
Shortite,Ca,2
Shortite,C,NA
Shortite,O,-2
Shuangfengite,Ir,NA
Shuangfengite,Te,NA
Sibirskite,Ca,2
Sibirskite,H,1
Sibirskite,B,NA
Sibirskite,O,-2
Sicherite,Tl,NA
Sicherite,Ag,NA
Sicherite,As,NA
Sicherite,Sb,NA
Sicherite,S,NA
Sicklerite,Li,1
Sicklerite,Mn,2
Sicklerite,P,NA
Sicklerite,O,-2
Siderite,Fe,2
Siderite,C,NA
Siderite,O,-2
Sideronatrite,Na,1
Sideronatrite,Fe,3
Sideronatrite,S,6
Sideronatrite,O,-2
Sideronatrite,H,1
Siderophyllite,K,1
Siderophyllite,Fe,2
Siderophyllite,Al,NA
Siderophyllite,Si,4
Siderophyllite,O,-2
Siderophyllite,H,1
Siderotil,Fe,2
Siderotil,Cu,2
Siderotil,S,6
Siderotil,O,-2
Siderotil,H,1
Sidorenkite,Na,1
Sidorenkite,Mn,2
Sidorenkite,P,5
Sidorenkite,O,-2
Sidorenkite,C,NA
Sidpietersite,Pb,2
Sidpietersite,S,NA
Sidpietersite,O,-2
Sidpietersite,H,1
Sidwillite,Mo,6
Sidwillite,O,-2
Sidwillite,H,1
Siegenite,Co,2
Siegenite,Ni,3
Siegenite,S,-2
Sieleckiite,Cu,2
Sieleckiite,Al,NA
Sieleckiite,P,5
Sieleckiite,O,-2
Sieleckiite,H,1
Arrojadite-(BaFe),Ba,2
Arrojadite-(BaFe),Fe,2
Arrojadite-(BaFe),Fe,2
Arrojadite-(BaFe),Ca,2
Arrojadite-(BaFe),Na,1
Arrojadite-(BaFe),Al,NA
Arrojadite-(BaFe),P,NA
Arrojadite-(BaFe),O,-2
Arrojadite-(BaFe),H,1
Sigloite,Fe,3
Sigloite,Al,NA
Sigloite,P,NA
Sigloite,O,-2
Sigloite,H,1
Silicon,Si,4
Silinaite,Na,1
Silinaite,Li,1
Silinaite,Si,4
Silinaite,O,-2
Silinaite,H,1
Sillenite,Bi,NA
Sillenite,Si,4
Sillenite,O,-2
Sillimanite,Al,NA
Sillimanite,O,-2
Sillimanite,Si,4
Silver,Ag,NA
Simferite,Li,1
Simferite,Mg,2
Simferite,Fe,3
Simferite,Mn,3
Simferite,P,NA
Simferite,O,-2
Simmonsite,Na,1
Simmonsite,Li,1
Simmonsite,Al,NA
Simmonsite,F,-1
Simonellite,C,NA
Simonellite,H,1
Simonite,Tl,NA
Simonite,Hg,NA
Simonite,As,NA
Simonite,S,NA
Simonkolleite,Zn,2
Simonkolleite,O,-2
Simonkolleite,H,1
Simonkolleite,Cl,-1
Simpsonite,Al,NA
Simpsonite,Ta,NA
Simpsonite,O,-2
Simpsonite,H,1
Sincosite,Ca,2
Sincosite,V,4
Sincosite,O,-2
Sincosite,P,5
Sincosite,H,1
Sinhalite,Mg,2
Sinhalite,Al,NA
Sinhalite,B,NA
Sinhalite,O,-2
Sinjarite,Ca,2
Sinjarite,Cl,-1
Sinjarite,H,1
Sinjarite,O,-2
Sinkankasite,Mn,2
Sinkankasite,Al,NA
Sinkankasite,P,NA
Sinkankasite,O,-2
Sinkankasite,H,1
Sinnerite,Cu,NA
Sinnerite,As,NA
Sinnerite,S,NA
Sitinakite,K,1
Sitinakite,Na,1
Sitinakite,Ti,4
Sitinakite,Si,4
Sitinakite,O,-2
Sitinakite,H,1
Skinnerite,Cu,NA
Skinnerite,Sb,3
Skinnerite,S,-2
Skippenite,Bi,3
Skippenite,Se,-2
Skippenite,Te,-2
Sklodowskite,Mg,2
Sklodowskite,U,NA
Sklodowskite,O,-2
Sklodowskite,Si,4
Sklodowskite,H,1
Skutterudite,Co,3
Skutterudite,As,NA
Slavikite,H,1
Slavikite,O,-2
Slavikite,Mg,2
Slavikite,Fe,3
Slavikite,S,6
Slawsonite,Sr,2
Slawsonite,Al,NA
Slawsonite,Si,4
Slawsonite,O,-2
Smithite,Ag,1
Smithite,As,3
Smithite,S,-2
Smithsonite,Zn,2
Smithsonite,C,NA
Smithsonite,O,-2
Smolyaninovite,Co,2
Smolyaninovite,Fe,3
Smolyaninovite,As,5
Smolyaninovite,O,-2
Smolyaninovite,H,1
Smrkovecite,Bi,NA
Smrkovecite,O,-2
Smrkovecite,H,1
Smrkovecite,P,NA
Smythite,Fe,NA
Smythite,Ni,NA
Smythite,S,NA
Sobolevite,Na,1
Sobolevite,Ca,2
Sobolevite,Mn,2
Sobolevite,Mn,2
Sobolevite,Ti,4
Sobolevite,Ti,4
Sobolevite,Si,4
Sobolevite,O,-2
Sobolevite,P,NA
Sobolevite,F,-1
Sobolevskite,Pd,NA
Sobolevskite,Bi,NA
Sodalite,Na,1
Sodalite,Si,4
Sodalite,Al,NA
Sodalite,O,-2
Sodalite,Cl,-1
Soddyite,U,NA
Soddyite,O,-2
Soddyite,Si,4
Soddyite,H,1
Alum-(Na),Na,1
Alum-(Na),Al,NA
Alum-(Na),S,NA
Alum-(Na),O,-2
Alum-(Na),H,1
Betpakdalite-NaCa,Na,1
Betpakdalite-NaCa,H,1
Betpakdalite-NaCa,O,-2
Betpakdalite-NaCa,Ca,2
Betpakdalite-NaCa,Mo,6
Betpakdalite-NaCa,As,5
Betpakdalite-NaCa,Fe,3
Natroboltwoodite,Na,1
Natroboltwoodite,U,NA
Natroboltwoodite,O,-2
Natroboltwoodite,Si,4
Natroboltwoodite,H,1
Natropharmacosiderite,Na,1
Natropharmacosiderite,Fe,3
Natropharmacosiderite,As,5
Natropharmacosiderite,O,-2
Natropharmacosiderite,H,1
Natrouranospinite,Na,1
Natrouranospinite,U,6
Natrouranospinite,O,-2
Natrouranospinite,As,5
Natrouranospinite,H,1
Natrozippeite,Na,1
Natrozippeite,U,NA
Natrozippeite,O,-2
Natrozippeite,S,NA
Natrozippeite,H,1
Sogdianite,K,1
Sogdianite,Zr,4
Sogdianite,Li,1
Sogdianite,Si,4
Sogdianite,O,-2
Sohngeite,Ga,NA
Sohngeite,O,-2
Sohngeite,H,1
Solongoite,Ca,2
Solongoite,B,NA
Solongoite,O,-2
Solongoite,H,1
Solongoite,Cl,-1
Sonolite,Mn,2
Sonolite,Si,4
Sonolite,O,-2
Sonolite,H,1
Sonoraite,Fe,3
Sonoraite,Te,4
Sonoraite,O,-2
Sonoraite,H,1
Sopcheite,Ag,NA
Sopcheite,Pd,NA
Sopcheite,Te,NA
Sofiite,Zn,2
Sofiite,Se,4
Sofiite,O,-2
Sofiite,Cl,-1
Sorbyite,Pb,NA
Sorbyite,Cu,NA
Sorbyite,Sb,NA
Sorbyite,As,NA
Sorbyite,S,NA
Sorensenite,Na,1
Sorensenite,Be,2
Sorensenite,Sn,NA
Sorensenite,Si,4
Sorensenite,O,-2
Sorensenite,H,1
Sorosite,Cu,NA
Sorosite,Sn,NA
Sorosite,Sb,NA
Sosedkoite,K,1
Sosedkoite,Al,NA
Sosedkoite,Ta,NA
Sosedkoite,O,-2
Soucekite,Cu,1
Soucekite,Pb,2
Soucekite,Bi,3
Soucekite,S,-2
Soucekite,Se,NA
Souzalite,Mg,2
Souzalite,Al,NA
Souzalite,P,NA
Souzalite,O,-2
Souzalite,H,1
Spangolite,Cu,2
Spangolite,Al,NA
Spangolite,S,6
Spangolite,O,-2
Spangolite,H,1
Spangolite,Cl,-1
Spencerite,Zn,2
Spencerite,P,5
Spencerite,O,-2
Spencerite,H,1
Sperrylite,Pt,NA
Sperrylite,As,NA
Spertiniite,Cu,2
Spertiniite,O,-2
Spertiniite,H,1
Spessartine,Mn,2
Spessartine,Al,NA
Spessartine,Si,4
Spessartine,O,-2
Sphaerobertrandite,Be,2
Sphaerobertrandite,Si,4
Sphaerobertrandite,O,-2
Sphaerobertrandite,H,1
Sphaerobismoite,Bi,NA
Sphaerobismoite,O,-2
Spherocobaltite,Co,2
Spherocobaltite,C,NA
Spherocobaltite,O,-2
Sphalerite,Zn,2
Sphalerite,S,-2
Spinel,Mg,2
Spinel,Al,NA
Spinel,O,-2
Spionkopite,Cu,NA
Spionkopite,S,NA
Spiroffite,Mn,2
Spiroffite,Te,4
Spiroffite,O,-2
Spodumene,Li,1
Spodumene,Al,NA
Spodumene,Si,4
Spodumene,O,-2
Spurrite,Ca,2
Spurrite,Si,4
Spurrite,O,-2
Spurrite,C,NA
Srebrodolskite,Ca,2
Srebrodolskite,Fe,3
Srebrodolskite,O,-2
Srilankite,Ti,4
Srilankite,Zr,4
Srilankite,O,-2
Stalderite,Tl,1
Stalderite,Cu,1
Stalderite,Zn,2
Stalderite,Fe,NA
Stalderite,Hg,NA
Stalderite,As,3
Stalderite,S,-2
Stanekite,Fe,3
Stanekite,Mn,2
Stanekite,O,-2
Stanekite,P,NA
Stannite,Cu,1
Stannite,Fe,2
Stannite,Sn,4
Stannite,S,-2
Stannoidite,Cu,1
Stannoidite,Fe,3
Stannoidite,Fe,2
Stannoidite,Zn,2
Stannoidite,Sn,4
Stannoidite,S,-2
Starkeyite,Mg,2
Starkeyite,S,6
Starkeyite,O,-2
Starkeyite,H,1
Staurolite,Fe,2
Staurolite,Al,NA
Staurolite,Si,4
Staurolite,O,-2
Staurolite,H,1
Steacyite,K,1
Steacyite,Na,1
Steacyite,Ca,2
Steacyite,Th,NA
Steacyite,Si,4
Steacyite,O,-2
Steenstrupine-(Ce),Na,1
Steenstrupine-(Ce),Ce,3
Steenstrupine-(Ce),Mn,2
Steenstrupine-(Ce),Mn,3
Steenstrupine-(Ce),Fe,3
Steenstrupine-(Ce),Zr,4
Steenstrupine-(Ce),P,5
Steenstrupine-(Ce),O,-2
Steenstrupine-(Ce),Si,4
Steenstrupine-(Ce),H,1
Stellerite,Ca,2
Stellerite,Si,4
Stellerite,Al,NA
Stellerite,O,-2
Stellerite,H,1
Stenhuggarite,Ca,2
Stenhuggarite,Fe,3
Stenhuggarite,Sb,3
Stenhuggarite,As,3
Stenhuggarite,O,-2
Stenonite,Sr,2
Stenonite,Al,NA
Stenonite,C,NA
Stenonite,O,-2
Stenonite,F,-1
Stepanovite,Na,1
Stepanovite,Mg,2
Stepanovite,Fe,3
Stepanovite,C,NA
Stepanovite,O,-2
Stepanovite,H,1
Stephanite,Ag,NA
Stephanite,Sb,NA
Stephanite,S,NA
Stercorite,N,-3
Stercorite,H,1
Stercorite,Na,1
Stercorite,P,NA
Stercorite,O,-2
Sterlinghillite,Mn,2
Sterlinghillite,As,5
Sterlinghillite,O,-2
Sterlinghillite,H,1
Sternbergite,Ag,1
Sternbergite,Fe,NA
Sternbergite,S,-2
Sterryite,Cu,NA
Sterryite,Ag,NA
Sterryite,Pb,NA
Sterryite,Sb,NA
Sterryite,As,NA
Sterryite,S,NA
Stetefeldtite,Ag,NA
Stetefeldtite,Sb,NA
Stetefeldtite,O,-2
Stetefeldtite,H,1
Stevensite,Ca,2
Stevensite,Na,1
Stevensite,Mg,2
Stevensite,Si,4
Stevensite,O,-2
Stevensite,H,1
Stewartite,Mn,2
Stewartite,Fe,3
Stewartite,P,NA
Stewartite,O,-2
Stewartite,H,1
Stibarsen,Sb,NA
Stibarsen,As,NA
Stibiconite,Sb,3
Stibiconite,Sb,5
Stibiconite,O,-2
Stibiconite,H,1
Oxycalciopyrochlore,Ca,2
Oxycalciopyrochlore,Nb,5
Oxycalciopyrochlore,O,-2
Stibiocolumbite,Sb,3
Stibiocolumbite,Nb,5
Stibiocolumbite,O,-2
Stibiocolusite,Cu,1
Stibiocolusite,Cu,2
Stibiocolusite,V,3
Stibiocolusite,Sb,5
Stibiocolusite,Sn,4
Stibiocolusite,As,5
Stibiocolusite,S,-2
Oxystibiomicrolite,Sb,3
Oxystibiomicrolite,Ca,2
Oxystibiomicrolite,Ta,NA
Oxystibiomicrolite,O,-2
Stibiopalladinite,Pd,NA
Stibiopalladinite,Sb,NA
Stibiotantalite,Sb,3
Stibiotantalite,Ta,5
Stibiotantalite,O,-2
Stibivanite,Sb,3
Stibivanite,V,4
Stibivanite,O,-2
Stibnite,Sb,NA
Stibnite,S,NA
Stichtite,Mg,2
Stichtite,Cr,3
Stichtite,C,NA
Stichtite,O,-2
Stichtite,H,1
Stilbite-Ca,Na,1
Stilbite-Ca,Ca,2
Stilbite-Ca,Si,4
Stilbite-Ca,Al,NA
Stilbite-Ca,O,-2
Stilbite-Ca,H,1
Stilbite-Na,Na,1
Stilbite-Na,Si,4
Stilbite-Na,Al,NA
Stilbite-Na,O,-2
Stilbite-Na,H,1
Stilleite,Zn,2
Stilleite,Se,-2
Stillwaterite,Pd,NA
Stillwaterite,As,NA
Stillwellite-(Ce),Ce,NA
Stillwellite-(Ce),B,NA
Stillwellite-(Ce),Si,4
Stillwellite-(Ce),O,-2
Stilpnomelane,K,1
Stilpnomelane,Ca,2
Stilpnomelane,Na,1
Stilpnomelane,Fe,2
Stilpnomelane,Fe,3
Stilpnomelane,Mg,2
Stilpnomelane,Al,NA
Stilpnomelane,Si,4
Stilpnomelane,O,-2
Stilpnomelane,H,1
Stistaite,Sn,NA
Stistaite,Sb,NA
Stokesite,Ca,2
Stokesite,Sn,NA
Stokesite,Si,4
Stokesite,O,-2
Stokesite,H,1
Stolzite,Pb,NA
Stolzite,W,NA
Stolzite,O,-2
Stoppaniite,Fe,3
Stoppaniite,Be,2
Stoppaniite,Si,4
Stoppaniite,O,-2
Stoppaniite,H,1
Stottite,Fe,2
Stottite,Ge,4
Stottite,O,-2
Stottite,H,1
Straczekite,Ca,2
Straczekite,K,1
Straczekite,Ba,2
Straczekite,V,4
Straczekite,V,5
Straczekite,O,-2
Straczekite,H,1
Stranskiite,Cu,2
Stranskiite,Zn,2
Stranskiite,As,5
Stranskiite,O,-2
Strashimirite,Cu,2
Strashimirite,As,5
Strashimirite,O,-2
Strashimirite,H,1
Stratlingite,Ca,2
Stratlingite,Al,NA
Stratlingite,Si,4
Stratlingite,O,-2
Stratlingite,H,1
Strelkinite,Na,1
Strelkinite,U,6
Strelkinite,O,-2
Strelkinite,V,5
Strelkinite,H,1
Strengite,Fe,3
Strengite,P,NA
Strengite,O,-2
Strengite,H,1
Stringhamite,Ca,2
Stringhamite,Cu,2
Stringhamite,Si,4
Stringhamite,O,-2
Stringhamite,H,1
Stromeyerite,Cu,NA
Stromeyerite,Ag,NA
Stromeyerite,S,NA
Stronalsite,Na,1
Stronalsite,Sr,2
Stronalsite,Al,NA
Stronalsite,Si,4
Stronalsite,O,-2
Strontianite,Sr,2
Strontianite,C,NA
Strontianite,O,-2
Strontiochevkinite,Sr,2
Strontiochevkinite,Ce,3
Strontiochevkinite,La,3
Strontiochevkinite,Fe,2
Strontiochevkinite,Ti,4
Strontiochevkinite,Zr,4
Strontiochevkinite,O,-2
Strontiochevkinite,Si,4
Strontiodresserite,Sr,2
Strontiodresserite,Al,NA
Strontiodresserite,C,NA
Strontiodresserite,O,-2
Strontiodresserite,H,1
Strontioginorite,Sr,2
Strontioginorite,Ca,2
Strontioginorite,B,NA
Strontioginorite,O,-2
Strontioginorite,H,1
Strontiojoaquinite,Na,1
Strontiojoaquinite,Fe,2
Strontiojoaquinite,Ba,2
Strontiojoaquinite,Sr,2
Strontiojoaquinite,Ti,4
Strontiojoaquinite,Si,4
Strontiojoaquinite,O,-2
Strontiojoaquinite,H,1
Piemontite-(Sr),Ca,2
Piemontite-(Sr),Sr,2
Piemontite-(Sr),Mn,3
Piemontite-(Sr),Al,NA
Piemontite-(Sr),Si,4
Piemontite-(Sr),O,-2
Piemontite-(Sr),H,1
Strontiowhitlockite,Sr,2
Strontiowhitlockite,Mg,2
Strontiowhitlockite,P,NA
Strontiowhitlockite,O,-2
Strontiowhitlockite,H,1
Fluorstrophite,Sr,2
Fluorstrophite,Ca,2
Fluorstrophite,P,NA
Fluorstrophite,O,-2
Fluorstrophite,F,-1
Strunzite,Mn,2
Strunzite,Fe,3
Strunzite,P,5
Strunzite,O,-2
Strunzite,H,1
Struvite,N,-3
Struvite,H,1
Struvite,Mg,2
Struvite,P,NA
Struvite,O,-2
Studtite,U,NA
Studtite,O,-2
Studtite,H,1
Stumpflite,Pt,NA
Stumpflite,Sb,NA
Sturmanite,Ca,2
Sturmanite,Fe,3
Sturmanite,S,NA
Sturmanite,O,-2
Sturmanite,B,NA
Sturmanite,H,1
Stutzite,Ag,NA
Stutzite,Te,NA
Suanite,Mg,2
Suanite,B,NA
Suanite,O,-2
Sudburyite,Pd,NA
Sudburyite,Sb,NA
Sudoite,Mg,2
Sudoite,Al,NA
Sudoite,Si,4
Sudoite,O,-2
Sudoite,H,1
Sudovikovite,Pt,NA
Sudovikovite,Se,NA
Sugilite,K,1
Sugilite,Na,1
Sugilite,Fe,3
Sugilite,Li,1
Sugilite,Si,4
Sugilite,O,-2
Sulfoborite,Mg,2
Sulfoborite,B,NA
Sulfoborite,O,-2
Sulfoborite,H,1
Sulfoborite,S,NA
Sulfoborite,F,-1
Sulphur,S,NA
Sulphohalite,Na,1
Sulphohalite,S,NA
Sulphohalite,O,-2
Sulphohalite,Cl,-1
Sulphohalite,F,-1
Sulphotsumoite,Bi,NA
Sulphotsumoite,Te,NA
Sulphotsumoite,S,NA
Sulvanite,Cu,2
Sulvanite,V,3
Sulvanite,S,-2
Sundiusite,Pb,NA
Sundiusite,S,NA
Sundiusite,O,-2
Sundiusite,Cl,-1
Surinamite,Mg,2
Surinamite,Al,NA
Surinamite,O,-2
Surinamite,Si,4
Surinamite,Be,2
Surite,Pb,NA
Surite,Ca,2
Surite,Al,NA
Surite,Si,4
Surite,O,-2
Surite,C,NA
Surite,H,1
Sursassite,Mn,2
Sursassite,Al,NA
Sursassite,Si,4
Sursassite,O,-2
Sursassite,H,1
Susannite,Pb,NA
Susannite,S,NA
Susannite,O,-2
Susannite,C,NA
Susannite,H,1
Sussexite,Mn,2
Sussexite,B,NA
Sussexite,O,-2
Sussexite,H,1
Suzukiite,Ba,2
Suzukiite,V,4
Suzukiite,Si,4
Suzukiite,O,-2
Svabite,Ca,2
Svabite,As,5
Svabite,O,-2
Svabite,F,-1
Svanbergite,Sr,2
Svanbergite,Al,NA
Svanbergite,S,NA
Svanbergite,O,-2
Svanbergite,P,NA
Svanbergite,H,1
Svenekite,Ca,2
Svenekite,As,5
Svenekite,O,-2
Svenekite,H,1
Sverigeite,Na,1
Sverigeite,Be,2
Sverigeite,Mn,2
Sverigeite,Sn,NA
Sverigeite,Si,4
Sverigeite,O,-2
Sverigeite,H,1
Svyatoslavite,Ca,2
Svyatoslavite,Al,NA
Svyatoslavite,Si,4
Svyatoslavite,O,-2
Swamboite-(Nd),Nd,3
Swamboite-(Nd),U,6
Swamboite-(Nd),O,-2
Swamboite-(Nd),Si,4
Swamboite-(Nd),H,1
Swartzite,Ca,2
Swartzite,Mg,2
Swartzite,U,NA
Swartzite,O,-2
Swartzite,C,NA
Swartzite,H,1
Swedenborgite,Na,1
Swedenborgite,Be,2
Swedenborgite,Sb,5
Swedenborgite,O,-2
Sweetite,Zn,2
Sweetite,O,-2
Sweetite,H,1
Swinefordite,Ca,2
Swinefordite,Li,1
Swinefordite,Al,NA
Swinefordite,Mg,2
Swinefordite,Fe,3
Swinefordite,Fe,2
Swinefordite,Si,4
Swinefordite,O,-2
Swinefordite,H,1
Swinefordite,F,-1
Switzerite,Mn,2
Switzerite,P,NA
Switzerite,O,-2
Switzerite,H,1
Sylvanite,Ag,NA
Sylvanite,Au,NA
Sylvanite,Te,NA
Sylvite,K,1
Sylvite,Cl,-1
Symesite,Pb,NA
Symesite,S,NA
Symesite,O,-2
Symesite,Cl,-1
Symesite,H,1
Symplesite,Fe,2
Symplesite,As,5
Symplesite,O,-2
Symplesite,H,1
Synchysite-(Ce),Ca,2
Synchysite-(Ce),Ce,NA
